iteration;avg_executed;avg_worst;avg_average;avg_best
166;137.98989154708173;137.95580288613408;138.4449231548764;138.6044115911336
167;138.05025255298858;137.98943851081128;138.45521524717125;138.61053315771085
168;138.04753305352335;138.0146629184894;138.45479135755397;138.60557565291882
169;138.04427223081672;137.98449175087322;138.45479386581906;138.6112481803042
170;138.0336406516084;137.98765879927214;138.45337879599163;138.6122587926419
171;138.06539769697676;138.01285815630374;138.45901881978375;138.6106134971039
172;137.955515526421;137.92323952831075;138.4403797535353;138.60655759474437
173;138.09931179683;138.0312628095282;138.4652338856428;138.61486848657324
174;138.09261006564574;138.05209961243344;138.4643668000398;138.60961980110912
175;138.04001478995667;137.97216277161758;138.45689686857415;138.6169550876418
176;138.0019198023872;137.97026214597625;138.4495027152786;138.60795005460326
177;138.06735519983056;137.99543707886718;138.46095012718595;138.61840918166374
178;137.96200148116696;137.93450178390736;138.44323671782536;138.60812271348524
179;138.05102805546622;137.9838858540537;138.45900999799827;138.61574875376246
180;138.0438789607492;138.01088057458048;138.4573784819082;138.60789590092105
181;138.10012759063434;138.02248408606732;138.46774589795686;138.62074454227903
182;138.0453592053269;138.01673891462087;138.45814943251932;138.6086924565505
183;138.1459334076567;138.06574522734635;138.4763570457981;138.6232723065149
184;138.01198514922675;137.98569595233252;138.4538154982124;138.6099189339687
185;138.05441371755342;137.98361646481132;138.46191510480986;138.62136998849869
186;138.03608275357902;138.00696152960143;138.45818220622556;138.61087408486534
187;138.1795557587709;138.08648385387602;138.4836894453116;138.62896422478775
188;138.00348637403664;137.97389403623285;138.45366696651917;138.61364225495322
189;138.05851058141675;137.98572051913476;138.46387515474527;138.62250746848585
190;138.04606229600986;138.02275043368107;138.46135721799533;138.61391187577487
191;138.10248401037313;138.02671144007394;138.47181118541656;138.62491197875357
192;137.94666972517086;137.91976817678685;138.44510954676275;138.6161946982954
193;138.05535503356717;137.98588499558542;138.46364159683304;138.62218343411826
194;137.96265247189618;137.9393725056842;138.4475216986035;138.61418223674437
195;138.05352453828263;137.98112421749337;138.46353150504078;138.62395050090933
196;137.9634949725873;137.94095954126416;138.44765654820247;138.61346593657444
197;138.00874973690506;137.94454011894257;138.45560897679383;138.62057339597536
198;138.00433629519605;137.9810105589055;138.45424111891433;138.6135743666379
199;138.03456025246152;137.96217083367867;138.45997908598804;138.62369651772266
200;138.13175534508383;138.09569978114246;138.4756234447869;138.61610117196727
201;138.1205165934432;138.04384149382963;138.47500282210729;138.62410677629535
202;138.02855396481016;138.00028355653237;138.4592558787453;138.6163081411276
203;138.06869879395302;137.9878468682776;138.46740187567517;138.6254972861644
204;138.04422084339126;138.01468513983218;138.46246229085864;138.616137409249
205;138.0618157789272;137.98332929793946;138.46673966543338;138.6242702976624
206;138.0708866000299;138.04465313967737;138.46825635757588;138.61725943385085
207;138.07020662144393;138.00291239035627;138.46905035368152;138.62461021745767
208;138.02037932671013;137.9971928363955;138.46024650460416;138.61811509234298
209;138.1025917249063;138.02115622679383;138.4756490897531;138.6293622782691
210;138.06584477727193;138.0401161925342;138.46918478338466;138.61942738566796
211;138.10063252901546;138.02665421706948;138.4759381746531;138.62833522235425
212;138.07302371898646;138.0537496678242;138.47039238815307;138.61792604135303
213;138.03392704874906;137.96200818058546;138.46462202727005;138.62798389640443
214;138.0020535779595;137.97665320682756;138.45839406268993;138.62069672462422
215;137.98253437815217;137.91632550355715;138.45569166621473;138.62471079881314
216;138.05618674100577;138.03424748085027;138.46769553316406;138.6193366539285
217;138.057615995728;137.98849521515092;138.4690918477396;138.62791823962874
218;138.0304039610936;138.00586882149412;138.46377983332016;138.6196352446344
219;138.07300640152678;137.98828663581492;138.47206681559788;138.63481015277293
220;138.00841268894519;137.9893905334705;138.46028950904068;138.620664524101
221;138.1269117741568;138.04747442791822;138.48102302398323;138.63109566913636
222;138.0447895714735;138.02598407828108;138.46639999551962;138.61950423708768
223;138.03199257365668;137.96159874718822;138.46494348223752;138.62908994389838
224;137.99568000526705;137.97626992477635;138.4579925710081;138.61981840852832
225;138.11516105136778;138.03731070327467;138.47923081290145;138.63164061343184
226;138.03849623082527;138.0109674107575;138.46579778636232;138.62386212928533
227;138.0208411367721;137.95260480463887;138.46343523436298;138.6289013247086
228;137.99440148558583;137.97625111670416;138.45772452526015;138.62070408365975
229;138.08268742227983;138.0063698476182;138.47330570219515;138.63218206521745
230;138.0905552378665;138.05932170761596;138.47445243408728;138.62348957880496
231;138.06369390730097;137.9973660391546;138.47099791607357;138.6284882878795
232;138.0674415762234;138.03731867721334;138.4711093988822;138.6241579022736
233;138.03427953932407;137.97070814852444;138.4663992421264;138.62799801774375
234;138.00398287453194;137.98250320154966;138.46055652793203;138.62191891002337
235;138.02449230666141;137.96614550389288;138.46441686317095;138.62623636363907
236;137.97919111126768;137.95898457810276;138.45589088318889;138.62067677622105
237;138.01463935015144;137.95735472482684;138.46199373270602;138.62465550977106
238;138.09841514574512;138.06967867980592;138.47551198121408;138.6225767161773
239;138.13508635176288;138.06275699809976;138.48291955505752;138.63104820992183
240;138.05526438494473;138.0294735103817;138.4688804576915;138.62226258264397
241;137.99137481993034;137.93166198788057;138.4585794383194;138.6263626112047
242;138.0253288936943;138.0020033850984;138.46321083212496;138.6209904720364
243;138.05609729529357;137.99492466503284;138.4691801155103;138.62769366449893
244;137.99722532081566;137.97791673378103;138.45811608372946;138.61981145167556
245;138.10852958917346;138.04030586059395;138.4776185033877;138.63067908786903
246;137.9501822516639;137.93371360615498;138.45006442369893;138.61975395625404
247;138.01136521451892;137.95154054335725;138.46059247412867;138.62465755499986
248;138.08697903153163;138.06094600563029;138.47264806595393;138.61986757887598
249;138.08984041437353;138.03523533885345;138.47323565710553;138.62381633015602
250;137.99506890235972;137.97600413798418;138.45636575852288;138.61813070365275
251;138.0035601752558;137.9454076983734;138.45798691293294;138.6222543471182
252;138.00017937483037;137.9766436966749;138.45685776220998;138.61746801913705
253;138.02948046164875;137.97068709157523;138.46206314007316;138.6215261186529
254;138.00128055492996;137.97494959476347;138.45681872530386;138.61815255829296
255;138.05283546836034;137.98593277981465;138.4658606569922;138.62285416091822
256;138.01804352427683;137.99740980391528;138.45936710117854;138.61567289434424
257;138.0273460438433;137.96522947159585;138.46120708887895;138.62075370130282
258;138.00754381062492;137.983479309287;138.45718844567025;138.61584518854986
259;138.06392684573544;137.9962447281897;138.46731688353702;138.62366537877696
260;137.99397542233064;137.96297099311926;138.45529359818224;138.61814849298028
261;138.0452980788866;137.9824525069447;138.46420469115597;138.6219765604347
262;138.05452759314065;138.02727387742533;138.46531113325153;138.61560377737194
263;138.1507858478636;138.0802691012457;138.48210128571762;138.62158968179708
264;138.03404757338942;138.00993611756292;138.46210277730265;138.61533458928793
265;138.01700906449418;137.95884246544537;138.45955452556294;138.61959964173897
266;138.00806199166135;137.98141179097004;138.45708601082194;138.61441136762753
267;138.1454703932449;138.07951741905376;138.48068561255596;138.62360402612376
268;138.0582577617969;138.02405063633933;138.4660080825858;138.61715689839352
269;138.03417293808673;137.9731942527447;138.46264295713564;138.6206101492479
270;137.98206917149284;137.95873097308214;138.453023665491;138.61499664143108
271;138.09578432631918;138.0285991518797;138.47258759701245;138.62305852893624
272;138.00475314312325;137.97941401314495;138.4567238543308;138.61555446479392
273;138.09731987207397;138.0365666267001;138.47249877891554;138.61861638868785
274;138.06488950553873;138.03255815760377;138.4665946904106;138.61529910188543
275;138.06449686342032;138.00353982103752;138.46686744637356;138.6207110777858
276;137.99883868892667;137.97418121424818;138.45534677811003;138.6139332037658
277;138.06888875279932;138.003591562761;138.46790471150754;138.6225584633812
278;138.09248448806858;138.06068631300383;138.4710737091374;138.6154020967693
279;138.07768513189217;138.01722640961654;138.46939030042566;138.61960753323658
280;138.00624417754585;137.97837955269205;138.4568410474699;138.61461060153633
281;138.10047781081957;138.0340155696823;138.47287673941807;138.62209073314244
282;138.00373396066107;137.98232243711763;138.4562142552947;138.61307343147175
283;138.0505346520841;137.98707440019274;138.4646431156618;138.6181409571479
284;137.95441987774848;137.93406516519758;138.44798135620107;138.61275981690798
285;138.0846744535033;138.01936390813515;138.47047186458283;138.62079508567643
286;137.9545985314915;137.9374084885849;138.4478679576002;138.61179561261983
287;138.05889022786548;137.99374155324531;138.46594693557338;138.62063791595227
288;138.02199640223796;138.00080579752094;138.45875336703352;138.61332600172815
289;137.96492945399712;137.9047165814032;138.44986516086846;138.61939678153686
290;138.02157412916364;137.99536739515972;138.4586536500525;138.61339238774664
291;138.10449239658357;138.04298110550417;138.4732241386692;138.619987499946
292;138.03483574467816;138.0086841456831;138.46123144295584;138.6141033341627
293;138.0646327353453;138.0027605114703;138.46725721186542;138.61916879353802
294;137.95290018828666;137.93239136907155;138.44779043141924;138.61355698721053
295;138.0488590442077;137.99469372967715;138.4640734126191;138.61765821331102
296;137.98770431485866;137.96173174080303;138.45314966361647;138.61387902474888
297;138.07320771270625;138.0136972876306;138.46811673470884;138.62016724884134
298;138.0019047954034;137.96894183709784;138.45576325932916;138.61621739745172
299;138.13714059097856;138.07200399246466;138.4793019413726;138.62139997440067
300;138.02598804258926;137.98877659544655;138.4604152687407;138.61719256353655
301;138.12079458118964;138.06150434229195;138.47737918742234;138.62048014130275
302;138.04320695661713;138.01715451724635;138.46341868372966;138.61548702616835
303;138.11568496480942;138.0493071098738;138.476555102636;138.62327188259295
304;138.01791734362513;137.9904352333212;138.4597880058045;138.61653423484637
305;138.05534738731407;137.99677696234744;138.4666125036704;138.62064684620626
306;138.00944647848232;137.9811815365789;138.45840347420614;138.61618689055442
307;138.02368480646643;137.96670008807888;138.46146131174004;138.62119116374996
308;138.0207715306774;137.9891901585027;138.46070894191988;138.61783367505922
309;138.0546797576837;137.99654834939744;138.4665517478524;138.62193800194427
310;137.9825935817127;137.9547847936991;138.45408709182948;138.6179106519132
311;138.1181720554528;138.0521969037103;138.4773579859654;138.6258182111907
312;137.9728398326168;137.9456934994003;138.45272469463072;138.61735710136958
313;138.13879613675977;138.07143547988744;138.481022328033;138.62522852794737
314;138.00773528138478;137.985533192402;138.45855498284618;138.61616150662866
315;138.0786107361557;138.01623078008146;138.47072914404436;138.6229604208682
316;138.01748072481692;137.9901303255784;138.4598709277878;138.61814308863637
317;138.13252774312596;138.06655168374255;138.4798175150129;138.62342761796668
318;138.10367205135367;138.07382913609175;138.474106161651;138.6167392608251
319;138.03466568604716;137.96937912217058;138.46320429473104;138.62214921295447
320;138.03927674391167;138.016562832973;138.46313168054036;138.61587887785183
321;138.10597799214787;138.03972728090196;138.47476696087577;138.62191810069203
322;137.99646418027604;137.97384088796048;138.45559856380757;138.6155426051253
323;137.996232099248;137.9315643729603;138.45641920026105;138.62283066599034
324;138.0081339849273;137.9872099048806;138.4578696821499;138.61491704144055
325;138.00664540233558;137.94093316999317;138.45839561870412;138.62309701928888
326;137.9577801463662;137.93594806204695;138.44953083347005;138.61741940122062
327;138.12666893832562;138.03466049319638;138.479613755287;138.63894441086583
328;137.99264113132722;137.97160506838506;138.45657933282985;138.61843956806837
329;138.07945776886245;138.01261188849773;138.47191981724782;138.62608435176872
330;138.01515313077675;137.98731041834708;138.46055586687663;138.6218061073775
331;137.98370318784808;137.92612887201244;138.45561223046514;138.62338201894403
332;138.04053324691827;138.01285779584614;138.46453994182812;138.6189040869094
333;138.01365478710227;137.95324684099322;138.46082944745137;138.62423751688436
334;137.91946714274295;137.90029302456048;138.44434544464107;138.61776160774207
335;138.04028276624803;137.98357988442356;138.4647047930382;138.62155532877745
336;138.0187216744623;137.99661998179488;138.46011144532045;138.6166130923765
337;138.04919131209707;137.98832569064848;138.4655218431988;138.6201957461653
338;137.9730387343599;137.9555323813296;138.4519792233688;138.61523143269883
339;138.0794665031665;138.00350786342779;138.47084648234167;138.6265700894279
340;137.96066839700055;137.9333466870112;138.45075578280284;138.620184936645
341;138.03144437567843;137.97409098529468;138.46298543356113;138.62264515605975
342;137.9698346890509;137.95463441384433;138.45136511720276;138.61591537708537
343;138.0797340951769;138.00945236290002;138.47031717869217;138.62761714074222
344;137.97868049469318;137.96209769236842;138.45260537304512;138.61596799241036
345;138.10852815951577;138.03707691936216;138.47506034220288;138.62543435498884
346;138.0431412976206;138.0198356472793;138.46343315883925;138.6168608145868
347;138.10203594143076;138.0188790084239;138.474560366524;138.63226977817905
348;138.01099558193232;137.9861142621426;138.45874589389473;138.6193976200787
349;138.0701490147952;138.00315761649816;138.4694620592976;138.62452748332325
350;138.08076426038272;138.0531041328619;138.4704637674117;138.61976774239312
351;138.05419142040517;137.99142911846795;138.46678246977152;138.62352567952266
352;137.9843965392696;137.96220205484863;138.45418646210342;138.61793909689604
353;138.1004014439419;138.0314442516133;138.47437735634486;138.62777900061485
354;138.04460346522467;138.02265341458514;138.4642091717345;138.61823541485012
355;138.07608226988762;138.01078832498825;138.47041648246253;138.62485000977114
356;138.07851049612998;138.0488315063396;138.47000343446624;138.61985160344997
